gene_id,gene_symbol,gene_name,GSM4996084,GSM4996085,GSM4996086,GSM4996087,GSM4996088,GSM4996089,GSM4996090,GSM4996091,GSM4996092,GSM4996093,GSM4996094,GSM4996095,GSM4996096,GSM4996097,GSM4996098,GSM4996099,GSM4996100,GSM4996101
6622,SNCA,synuclein alpha,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0
644248,SNCA-AS1,SNCA antisense RNA 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22915,MMRN1,multimerin 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377331,LOC105377331,uncharacterized LOC105377331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401145,CCSER1,coiled-coil serine rich protein 1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1
112268468,LOC112268468,uncharacterized LOC112268468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101929194,LNCPRESS2,lncRNA p53 regulated and ESC associated 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,GRID2,glutamate ionotropic receptor delta type subunit 2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
107986295,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,ATOH1,atonal bHLH transcription factor 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101929210,SMARCAD1-DT,SMARCAD1 divergent transcript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56916,SMARCAD1,SNF2 related chromatin remodeling ATPase with DExD box 1,1030,1285,1387,1088,1302,922,920,913,960,783,809,911,845,910,1113,969,880,1253
27306,HPGDS,hematopoietic prostaglandin D synthase,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
10611,PDLIM5,PDZ and LIM domain 5,2886,3262,2830,2121,2446,2097,7025,7802,7530,4150,3944,5083,4835,4433,5764,3614,3315,4445
100507012,BMPR1B-DT,BMPR1B divergent transcript,0,2,0,0,1,0,3,0,2,0,0,0,0,0,0,1,0,1
658,BMPR1B,bone morphogenetic protein receptor type 1B,27,14,11,23,29,16,138,155,155,149,137,122,66,79,99,108,95,146
8633,UNC5C,unc-5 netrin receptor C,1,1,1,0,1,0,7,1,2,2,3,2,5,3,6,6,7,6
105377335,UNC5C-AS1,UNC5C antisense RNA 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377337,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,PDHA2,pyruvate dehydrogenase E1 subunit alpha 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377338,LINC02267,long intergenic non-protein coding RNA 2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285555,STPG2,sperm tail PG-rich repeat containing 2,1,1,4,1,0,0,1,0,0,1,0,2,1,1,2,2,2,1
101410545,STPG2-AS1,STPG2 antisense RNA 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377340,LOC105377340,uncharacterized LOC105377340,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5910,RAP1GDS1,Rap1 GTPase-GDP dissociation stimulator 1,1007,1163,1028,921,1027,887,1801,1443,1622,1242,1039,1312,890,1015,1308,985,906,1269
10098,TSPAN5,tetraspanin 5,883,1120,878,1055,959,892,737,541,607,630,624,688,856,872,1167,1033,875,1213
112267901,LOC112267901,uncharacterized LOC112267901,5,8,14,9,7,5,0,0,2,0,1,2,3,5,4,3,2,6
105377342,TSPAN5-DT,TSPAN5 divergent transcript,10,12,17,18,20,14,6,6,6,2,1,7,5,11,15,6,3,14
105377343,LOC105377343,uncharacterized LOC105377343,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1977,EIF4E,eukaryotic translation initiation factor 4E,872,991,898,678,679,648,867,697,774,665,591,725,610,581,769,643,528,862
23173,METAP1,methionyl aminopeptidase 1,1289,1504,1380,1186,1208,1063,1314,1046,1044,880,803,1019,853,855,1089,951,841,1214
100500867,MIR3684,microRNA 3684,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",4086,5051,4193,4189,3684,4049,7051,4830,5614,4929,4321,4991,2961,3102,3697,3373,3145,4040
100507053,LOC100507053,uncharacterized LOC100507053,133,201,191,234,215,158,214,189,217,130,119,183,77,100,81,88,69,134
127,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide",6,14,12,14,12,13,8,6,4,7,6,6,4,1,4,2,3,6
359806,PCNAP1,proliferating cell nuclear antigen pseudogene 1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,ADH6,alcohol dehydrogenase 6 (class V),22,20,22,15,18,21,19,16,25,10,17,20,9,11,5,12,6,12
124,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",24,29,36,48,70,47,114,78,93,91,103,93,11,26,27,23,24,30
125,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",3235,4558,3572,6145,5456,5956,13629,10710,11409,11606,11699,13231,1862,1799,2365,4264,4231,5357
126,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",23,37,31,51,48,60,103,85,104,86,106,119,23,20,26,50,42,55
102723576,LOC102723576,uncharacterized LOC102723576,24,25,26,26,33,42,13,14,10,11,7,6,9,8,11,20,12,26
131,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",7,17,21,14,20,21,2,1,4,6,2,4,0,0,0,0,0,1
84103,C4orf17,chromosome 4 open reading frame 17,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0
93587,TRMT10A,tRNA methyltransferase 10A,110,117,120,116,102,83,133,104,120,99,96,128,104,108,117,118,110,151
4547,MTTP,microsomal triglyceride transfer protein,2,0,0,1,2,0,2,0,0,0,1,0,0,0,2,1,1,3
285556,C4orf54,chromosome 4 open reading frame 54,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
27071,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides 1,1,0,0,1,0,1,66,37,49,14,6,16,0,0,0,0,0,0
8649,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",529,698,555,520,500,529,924,688,828,654,502,644,425,411,551,495,437,649
79982,DNAJB14,DnaJ heat shock protein family (Hsp40) member B14,1016,1253,1258,1117,1228,866,1121,1246,1321,934,860,1187,762,759,1057,975,844,1219
3015,H2AZ1,H2A.Z variant histone 1,2540,2746,2171,1591,1463,1581,2390,1487,1572,1647,1289,1606,1805,1800,2163,1703,1418,2251
256880,H2AZ1-DT,H2AZ1 divergent transcript,1,1,2,0,1,1,4,1,0,3,1,3,2,0,2,0,1,6
107986232,LOC107986232,uncharacterized LOC107986232,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
115265,DDIT4L,DNA damage inducible transcript 4 like,415,583,431,565,486,504,29,16,14,24,10,14,2905,2919,3719,4272,4035,6045
101929353,DDIT4L-AS1,DDIT4L antisense RNA 1,3,0,0,0,2,0,1,0,0,0,0,0,6,3,6,4,6,7
107399301,SNORA101A,"small nucleolar RNA, H/ACA box 101A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51705,EMCN,endomucin,13,14,15,11,10,13,15,4,3,7,4,12,39,40,59,33,19,58
105377345,LOC105377345,uncharacterized LOC105377345,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
100874275,LINC01216,long intergenic non-protein coding RNA 1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107986233,LINC01218,long intergenic non-protein coding RNA 1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,PPP3CA,protein phosphatase 3 catalytic subunit alpha,1377,1732,1545,1428,1491,1183,1000,972,925,805,715,999,1239,1299,1554,1514,1339,1937
102465868,MIR8066,microRNA 8066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100302193,MIR1255A,microRNA 1255a,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
90024,PPP3CA-DT,PPP3CA divergent transcript,67,64,53,76,63,83,86,48,45,65,53,47,63,63,61,81,84,86
107986297,LOC107986297,uncharacterized LOC107986297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55024,BANK1,B cell scaffold protein with ankyrin repeats 1,12,19,6,19,20,23,136,98,143,108,71,97,12,13,26,22,17,28
64116,SLC39A8,solute carrier family 39 member 8,204,255,205,985,998,838,379,265,295,624,465,567,120,107,130,704,683,944
105377621,NFKB1-AS1,NFKB1 antisense RNA 1,17,18,2,20,8,20,24,7,11,36,15,19,8,6,12,22,11,24
4790,NFKB1,nuclear factor kappa B subunit 1,763,906,755,944,878,752,931,841,779,837,746,980,783,710,885,952,843,1193
105377347,NFKB1-AS2,NFKB1 antisense RNA 2,19,32,31,41,37,34,17,27,27,22,20,29,22,18,27,30,28,42
4126,MANBA,mannosidase beta,1398,1770,1490,1568,1632,1392,1727,1344,1272,1219,1040,1318,900,795,1034,1125,1031,1275
102723704,LOC102723704,uncharacterized LOC102723704,265,344,313,244,241,207,252,244,234,218,168,220,207,217,292,265,226,341
7323,UBE2D3,ubiquitin conjugating enzyme E2 D3,4399,5264,4523,4094,4124,3827,5135,4047,4065,3853,3145,3876,3634,3631,4496,4121,3650,5200
105377348,UBE2D3-AS1,UBE2D3 antisense RNA 1,22,30,20,21,19,19,20,12,20,13,13,16,21,18,21,12,14,22
493856,CISD2,CDGSH iron sulfur domain 2,496,564,451,413,332,403,642,391,383,459,318,379,349,318,405,345,345,477
150159,SLC9B1,solute carrier family 9 member B1,58,52,64,48,40,43,70,53,61,55,36,48,41,38,46,42,40,56
133308,SLC9B2,solute carrier family 9 member B2,522,554,528,447,435,443,624,532,523,450,460,555,348,361,475,468,384,582
56898,BDH2,3-hydroxybutyrate dehydrogenase 2,656,824,712,679,610,648,1078,739,798,756,620,751,517,528,610,658,627,784
1062,CENPE,centromere protein E,982,1166,1444,591,746,476,318,409,373,381,370,564,858,874,1017,682,583,941
101929448,LINC02428,long intergenic non-protein coding RNA 2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,TACR3,tachykinin receptor 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
105377349,LINC02503,long intergenic non-protein coding RNA 2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377350,LOC105377350,uncharacterized LOC105377350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80319,CXXC4,CXXC finger protein 4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
101929468,CXXC4-AS1,CXXC4 antisense RNA 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377351,LOC105377351,uncharacterized LOC105377351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54790,TET2,tet methylcytosine dioxygenase 2,543,622,751,645,731,506,319,451,414,252,359,466,454,462,581,532,503,691
104384744,TET2-AS1,TET2 antisense RNA 1,0,0,0,0,2,1,0,0,1,0,0,0,0,2,0,1,1,0
27068,PPA2,inorganic pyrophosphatase 2,617,811,658,599,558,521,799,520,583,608,473,583,503,510,617,613,529,744
105377352,ARHGEF38-DT,ARHGEF38 divergent transcript,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54848,ARHGEF38,Rho guanine nucleotide exchange factor 38,3,4,4,7,4,5,17,5,3,4,2,3,6,3,2,2,2,5
100874374,ARHGEF38-IT1,ARHGEF38 intronic transcript 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57117,INTS12,integrator complex subunit 12,362,420,307,276,269,298,414,312,364,305,241,341,282,287,351,303,260,378
79807,GSTCD,glutathione S-transferase C-terminal domain containing,209,241,235,128,139,131,157,178,172,151,101,187,161,142,190,150,152,198
107986190,LOC107986190,uncharacterized LOC107986190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
101929529,GSTCD-AS1,GSTCD antisense RNA 1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
255743,NPNT,nephronectin,0,0,0,2,0,0,24,12,13,14,14,14,0,2,0,2,0,0
101929577,LOC101929577,uncharacterized LOC101929577,2,3,1,3,11,2,2,9,4,4,2,3,6,6,3,4,2,4
93627,TBCK,TBC1 domain containing kinase,936,1225,1154,1118,1060,981,1404,1282,1363,1020,1023,1092,940,1042,1189,1061,952,1247
9255,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,1211,1483,1443,1107,1201,915,1690,1245,1379,1170,948,1151,1097,1061,1321,1146,1066,1397
100507096,GIMD1,GIMAP family P-loop NTPase domain containing 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377355,LINC02173,long intergenic non-protein coding RNA 2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377356,DKK2-AS1,DKK2 antisense RNA 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27123,DKK2,dickkopf Wnt signaling pathway inhibitor 2,2567,3016,2598,2333,2460,2225,2400,2146,2001,1513,1347,1669,1169,1060,1405,1030,894,1159
102725220,DKK2-AS2,DKK2 antisense RNA 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
105377358,LOC105377358,uncharacterized LOC105377358,1,3,3,1,5,6,2,5,8,4,2,2,3,3,5,0,0,1
105377357,,,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0
9061,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,2131,2355,1836,1843,1684,1747,2567,2023,2138,1855,1687,2214,1666,1563,1923,1549,1494,2006
166929,SGMS2,sphingomyelin synthase 2,741,930,857,791,872,611,2360,3109,2929,2207,2108,2774,1030,1084,1324,1082,981,1415
101929595,CYP2U1-AS1,CYP2U1 and SGMS2 antisense RNA 1,10,11,7,13,13,10,19,31,27,13,17,20,9,9,11,13,14,13
107986298,LOC107986298,uncharacterized LOC107986298,43,66,54,59,58,40,122,186,181,117,144,172,76,67,76,75,67,93
113612,CYP2U1,cytochrome P450 family 2 subfamily U member 1,505,704,514,605,609,546,1316,1323,1288,998,883,1038,512,524,646,668,590,740
107986299,LOC107986299,uncharacterized LOC107986299,7,5,3,5,9,2,4,11,12,1,5,7,5,3,4,5,2,8
3033,HADH,hydroxyacyl-CoA dehydrogenase,376,486,386,324,233,288,556,445,466,441,365,414,437,440,552,458,423,544
51176,LEF1,lymphoid enhancer binding factor 1,2,3,1,5,6,0,2,3,3,1,3,4,22,19,19,18,15,26
641518,LEF1-AS1,LEF1 antisense RNA 1,0,0,0,0,1,0,1,0,1,0,0,0,2,2,1,3,1,3
107986300,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285456,RPL34-DT,RPL34 divergent transcript,1,0,3,3,2,2,1,1,1,1,0,1,0,1,0,0,2,1
101929621,LOC101929621,uncharacterized LOC101929621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6164,RPL34,ribosomal protein L34,3588,4491,2698,3029,2140,3277,5052,2778,3343,3184,2453,2662,2990,3276,4044,3809,3306,4441
58505,OSTC,oligosaccharyltransferase complex non-catalytic subunit,2770,3395,2623,2582,2210,2448,4286,2940,3029,2965,2267,2785,2080,2343,2669,2292,1967,2849
105377359,,,37,29,38,30,51,16,15,22,15,12,13,26,31,25,29,26,18,34
107986234,,,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
64850,ETNPPL,ethanolamine-phosphate phospho-lyase,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
84570,COL25A1,collagen type XXV alpha 1 chain,6,3,3,4,1,8,2,2,6,7,3,7,2,5,9,7,5,9
645078,COL25A1-DT,COL25A1 divergent transcript,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1
100533182,SEC24B-AS1,SEC24B antisense RNA 1,7,13,15,13,15,9,7,5,14,10,13,12,8,4,15,3,11,7
10427,SEC24B,"SEC24 homolog B, COPII component",1151,1368,1276,1080,1214,1081,1284,1251,1236,884,888,1133,969,1068,1253,1041,1020,1291
693161,MIR576,microRNA 576,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
55013,MCUB,mitochondrial calcium uniporter dominant negative subunit beta,168,232,196,158,120,169,223,183,206,203,180,199,163,204,226,236,190,265
107986302,,,5,6,16,7,7,2,7,4,5,5,2,6,3,6,4,5,4,6
839,CASP6,caspase 6,211,204,187,161,161,169,227,187,166,182,151,197,173,169,214,176,162,242
81579,PLA2G12A,phospholipase A2 group XIIA,573,693,583,643,624,510,886,755,830,709,708,822,399,411,529,502,505,702
3426,CFI,complement factor I,2,4,8,1,5,1,9,3,2,3,0,5,3,7,5,3,6,5
54433,GAR1,GAR1 ribonucleoprotein,358,401,340,265,236,262,330,243,228,265,225,265,269,279,338,261,260,340
10692,RRH,retinal pigment epithelium-derived rhodopsin homolog,2,3,4,1,5,1,0,0,3,0,4,0,0,1,1,1,1,2
345193,LRIT3,"leucine rich repeat, Ig-like and transmembrane domains 3",5,5,14,4,11,4,4,3,2,7,2,5,6,1,4,7,1,6
1950,EGF,epidermal growth factor,21,22,19,27,16,18,13,27,24,5,10,11,1,5,3,4,5,6
79071,ELOVL6,ELOVL fatty acid elongase 6,1559,1880,1562,1512,1569,1334,653,582,540,477,474,567,837,849,961,894,833,1163
107986303,,,63,60,62,55,56,46,22,35,18,23,17,14,30,35,46,33,36,53
105377362,LOC105377362,uncharacterized LOC105377362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,ENPEP,glutamyl aminopeptidase,4,8,2,6,6,3,6,10,5,4,2,3,7,14,11,5,9,10
110231149,PANCR,PITX2 adjacent non-coding RNA,9,17,18,11,10,11,0,4,2,5,3,5,23,20,32,15,23,21
105377363,LOC105377363,uncharacterized LOC105377363,21,32,38,23,25,15,2,9,4,1,3,2,34,37,39,22,15,34
5308,PITX2,paired like homeodomain 2,2580,2620,2232,2083,2019,2160,1651,1262,1171,1116,1001,1180,2709,2649,3167,2291,2036,2773
100126354,MIR297,microRNA 297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377364,LOC105377364,uncharacterized LOC105377364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377365,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377366,LOC105377366,uncharacterized LOC105377366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377367,LOC105377367,uncharacterized LOC105377367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377369,LOC105377369,uncharacterized LOC105377369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377370,LOC105377370,uncharacterized LOC105377370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132720,FAM241A,family with sequence similarity 241 member A,257,301,279,274,277,217,475,428,402,395,306,429,292,289,364,395,359,471
55435,AP1AR,adaptor related protein complex 1 associated regulatory protein,284,353,281,322,277,276,424,341,346,373,304,409,248,260,330,334,312,385
92610,TIFA,TRAF interacting protein with forkhead associated domain,97,80,68,88,72,81,57,51,51,57,45,46,66,70,77,103,81,93
80216,ALPK1,alpha kinase 1,349,480,480,433,492,346,329,320,318,268,247,306,270,322,353,386,376,486
107986304,,,3,5,5,4,10,7,12,7,2,6,2,5,6,3,4,5,4,5
63973,NEUROG2,neurogenin 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377372,NEUROG2-AS1,NEUROG2 and ZGRF1 antisense RNA 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55345,ZGRF1,zinc finger GRF-type containing 1,123,140,183,108,141,74,78,73,102,84,89,131,124,116,141,95,79,160
51574,LARP7,"La ribonucleoprotein 7, transcriptional regulator",828,1100,1020,865,842,667,1077,793,868,804,623,855,737,759,904,844,720,1076
109864269,MIR302CHG,miR-302/367 cluster host gene,89,113,123,98,86,84,107,82,93,87,59,81,77,84,86,100,83,109
442912,MIR367,microRNA 367,0,4,1,4,3,1,1,1,0,0,1,2,0,3,1,3,0,1
442896,MIR302D,microRNA 302d,1,0,1,1,3,1,1,0,1,0,0,3,0,1,2,3,1,1
407028,MIR302A,microRNA 302a,1,0,0,0,3,3,0,0,0,1,1,1,1,0,1,0,0,1
442895,MIR302C,microRNA 302c,1,1,3,0,1,1,0,0,0,0,0,0,2,1,1,2,1,2
442894,MIR302B,microRNA 302b,2,0,1,1,1,1,0,0,1,0,1,1,1,1,0,2,3,1
287,ANK2,ankyrin 2,114,163,153,205,234,192,844,1028,965,747,852,1049,650,579,762,899,800,1196
102723896,LOC102723896,uncharacterized LOC102723896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
105377373,ANK2-AS1,ANK2 antisense RNA 1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
100302188,MIR1243,microRNA 1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102465878,MIR8082,microRNA 8082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377374,LOC105377374,uncharacterized LOC105377374,1,1,5,2,2,3,7,3,0,7,5,2,3,2,5,3,6,11
817,CAMK2D,calcium/calmodulin dependent protein kinase II delta,1999,2500,2197,2159,2275,1855,3145,2959,3133,2397,2322,2809,3156,3385,4032,3480,3323,4614
105377375,LOC105377375,uncharacterized LOC105377375,3,3,5,5,7,6,2,3,4,0,8,5,6,1,3,4,2,5
79642,ARSJ,arylsulfatase family member J,1333,1432,1249,903,999,873,1256,1311,1304,843,832,1077,921,877,1088,792,698,948
107986305,ARSJ-DT,ARSJ divergent transcript,7,8,11,6,8,4,4,4,8,3,3,6,4,6,1,6,4,7
105377376,LOC105377376,uncharacterized LOC105377376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107986235,LOC107986235,uncharacterized LOC107986235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105377378,LOC105377378,uncharacterized LOC105377378,4,1,1,1,2,0,82,64,94,54,41,36,8,1,12,5,5,2
105377379,LOC105377379,uncharacterized LOC105377379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
105377380,LOC105377380,uncharacterized LOC105377380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7368,UGT8,UDP glycosyltransferase 8,3,1,1,0,0,2,9,9,7,4,12,12,1,2,3,7,2,7
693162,MIR577,microRNA 577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377382,LOC105377382,uncharacterized LOC105377382,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64579,NDST4,N-deacetylase and N-sulfotransferase 4,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1
105377383,LOC105377383,uncharacterized LOC105377383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100302290,MIR1973,microRNA 1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377384,LOC105377384,uncharacterized LOC105377384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377385,LOC105377385,uncharacterized LOC105377385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107986306,LOC107986306,uncharacterized LOC107986306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377387,LOC105377387,uncharacterized LOC105377387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105377388,TRAM1L1-AS1,TRAM1L1 antisense RNA 1,6,2,5,2,8,4,0,5,1,4,0,4,1,4,4,0,5,5
133022,TRAM1L1,translocation associated membrane protein 1 like 1,66,89,86,91,61,61,62,46,54,61,53,57,30,42,59,39,39,59
105377389,LINC02262,long intergenic non-protein coding RNA 2262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105377390,LINC02263,long intergenic non-protein coding RNA 2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103689918,LINC01378,long intergenic non-protein coding RNA 1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723914,LOC102723914,uncharacterized LOC102723914,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
105377391,LINC02264,long intergenic non-protein coding RNA 2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9348,NDST3,N-deacetylase and N-sulfotransferase 3,1,1,1,3,6,1,3,1,4,0,0,4,1,0,9,2,2,7
107986307,,,1,0,0,0,1,0,0,1,2,2,0,1,1,0,1,1,0,0
105377392,NDST3-AS1,NDST3 antisense RNA 1,0,3,0,2,2,2,1,0,1,0,0,3,0,1,0,0,2,2
100093630,SNHG8,small nucleolar RNA host gene 8,978,1241,926,915,791,998,1739,1037,1153,1121,829,968,938,950,1218,1105,975,1258
677809,SNORA24,"small nucleolar RNA, H/ACA box 24",16,16,26,18,11,16,41,17,20,36,15,19,21,18,24,14,22,20
8492,PRSS12,serine protease 12,1739,1946,1664,1695,1772,1417,3142,3077,3145,2214,2283,2588,2907,3066,3622,2826,2556,3518
105379403,LOC105379403,uncharacterized LOC105379403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645455,CEP170P1,centrosomal protein 170 pseudogene 1,59,59,82,63,74,46,61,59,70,48,67,65,62,66,75,62,61,77
729218,LOC729218,uncharacterized LOC729218,359,396,637,443,717,413,255,313,319,189,246,297,357,303,360,331,327,427
101929741,METTL14-DT,METTL14 divergent transcript,1,1,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1
57721,METTL14,"methyltransferase 14, N6-adenosine-methyltransferase non-catalytic subunit",689,784,719,647,631,504,804,657,655,589,458,631,502,501,583,539,566,790
9871,SEC24D,"SEC24 homolog D, COPII component",4058,4533,3792,3708,3757,3503,4512,4333,4186,3258,3183,3879,3253,3339,4095,3225,3142,4458
171024,SYNPO2,synaptopodin 2,66,74,61,72,86,58,3139,3876,3873,2023,1896,2617,438,402,570,389,359,427
105377393,LOC105377393,uncharacterized LOC105377393,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105377394,SYNPO2-AS1,SYNPO2 antisense RNA 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102723967,LOC102723967,uncharacterized LOC102723967,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
105377395,LOC105377395,uncharacterized LOC105377395,0,0,0,0,1,1,0,0,4,2,0,2,0,1,1,0,0,0
51778,MYOZ2,myozenin 2,3,1,1,1,1,2,27,28,27,29,13,27,6,1,2,2,1,2
105379404,MYOZ2-AS1,MYOZ2 antisense RNA 1,1,1,4,6,8,2,8,13,30,3,11,13,5,2,3,6,2,7
101929762,USP53-DT,USP53 divergent transcript,1,2,2,3,3,1,3,10,5,3,1,3,1,1,1,1,1,3
54532,USP53,ubiquitin specific peptidase 53,452,510,544,589,831,482,3901,4973,5094,3853,3334,4331,1058,933,1388,1420,1313,1712
401152,ARLN,allregulin,3596,4458,3860,3980,3654,3121,4079,2938,3058,2713,2300,2863,2567,2465,3215,2539,2240,2996
2169,FABP2,fatty acid binding protein 2,0,1,1,0,2,0,0,3,1,1,0,1,0,0,0,0,0,0
107986193,LOC107986193,uncharacterized LOC107986193,0,5,1,1,3,2,2,2,2,2,0,0,1,0,1,2,0,1
